Timestamp,Город или область где вы живете / Yashayotgan shaharingiz yoki viloyat,Возраст / Yoshingiz,Пол / Jinsingiz,Уровень английского / Ingliz tilini bilishingiz darajasi,Образование / Maʼlumotingiz,Должность / Lavozim,Уровень / Daraja,Язык программирования и технологии используемые на работе / Ish jarayonida ishlatiladigan dasturlash tili yoki texnologiyalar,Общий опыт работы (в годах) / Umumiy tajribangiz (yillarda),Опыт работы на текущем месте (в годах) / Joriy ish joyingizdagi tajribangiz (yillarda),Главный офис компании находится в / Kompaniyaning bosh ofisi qayerda?,Тип компании / Kompaniyaning yoʻnalishi yoki turi,Размер компании / Kompaniya hajmi,Работаю / Ishlayman,Компания предлагает / Kompaniya quyidagi qoʻshimchalarni beradi,Получаю зарплату / Maosh olaman,Зарплата в месяц / Oylik maosh,На сколько изменилась зарплата за 12 месяцев / Soʻnggi 12 oy ichida maoshingiz qanchaga oʻzgardi?,Оставьте ваш фидбек и комментарии / Fikringiz va izohingizni qoldiring
2/12/2020 15:47:42,Ташкент / Toshkent shahri,31,Мужской / Erkak,Intermediate (средний / oʻrtacha),Незаконченное высшее / Yakunlanmagan oliy,Software Engineer,Senior,"Android (Kotlin, Java)",7-10,1-3,Южная Корея / Janubiy Koreya,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi)",в долларах США / AQSh dollarida,1200,0,
2/11/2020 11:06:00,Ташкент / Toshkent shahri,27,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Senior,"PHP, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",5-7,1-3,Малайзия / Malaysia,Продуктовая / Mahsulotga yoʻnaltirilgan,до 10 человек / 10 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati",в долларах США / AQSh dollarida,1500,1,
2/11/2020 12:17:31,Ташкент / Toshkent shahri,28,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Высшее / Oliy,Software Engineer,Middle,"C#/.NET, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",5-7,1-3,Малайзия / Malaysia,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati, Акции, опционы (equity) / Aksiya yoki opsionlar beriladi",в долларах США / AQSh dollarida,900,200,
2/11/2020 12:57:21,Ташкент / Toshkent shahri,29,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Middle,C#/.NET,5-7,1-3,Малайзия / Malaysia,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi)",в долларах США / AQSh dollarida,900,300,
2/11/2020 14:57:43,Ташкент / Toshkent shahri,32,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Software Engineer,Middle,"C#/.NET, SQL/PL-SQL",3-5,1-3,Малайзия / Malaysia,Продуктовая / Mahsulotga yoʻnaltirilgan,до 200 человек / 200 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi)",в долларах США / AQSh dollarida,1225,,
2/11/2020 16:14:11,Ташкент / Toshkent shahri,22,Мужской / Erkak,Intermediate (средний / oʻrtacha),Незаконченное высшее / Yakunlanmagan oliy,Software Engineer,Junior,PHP,1-3,1-3,Малайзия / Malaysia,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,удаленно / masofadan (remote),"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Возможность удалённой работы / Masofadan ishlash imkoniyati",в долларах США / AQSh dollarida,200,0,
2/11/2020 11:46:19,Ташкент / Toshkent shahri,27,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Software Engineer,Middle,"Android (Kotlin, Java)",3-5,1-3,Российская Федерация / Rossiya Federatsiyasi,Продуктовая / Mahsulotga yoʻnaltirilgan,до 200 человек / 200 kishigacha,в офисе / ofisda,Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi),в сумах / soʻmda,11000000,2000000,
2/11/2020 11:53:17,Ташкент / Toshkent shahri,27,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Колледж / Kollej,Software Engineer,Middle,"Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",1-3,<1,Российская Федерация / Rossiya Federatsiyasi,Продуктовая / Mahsulotga yoʻnaltirilgan,до 10 человек / 10 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati, Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в долларах США / AQSh dollarida,500,,
2/11/2020 11:55:19,Ташкент / Toshkent shahri,25,Женской / Ayol,Beginner (ниже среднего / oʻrtadan past),Высшее / Oliy,Software Engineer,Middle,"PHP, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS), Python",5-7,<1,Российская Федерация / Rossiya Federatsiyasi,Продуктовая / Mahsulotga yoʻnaltirilgan,до 10 человек / 10 kishigacha,удаленно / masofadan (remote),Возможность удалённой работы / Masofadan ishlash imkoniyati,в долларах США / AQSh dollarida,800,300,
2/11/2020 12:36:22,Ташкент / Toshkent shahri,33,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Высшее / Oliy,Software Engineer,Senior,"C#/.NET, Java/Scala, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",>10,<1,Российская Федерация / Rossiya Federatsiyasi,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,удаленно / masofadan (remote),Возможность удалённой работы / Masofadan ishlash imkoniyati,в долларах США / AQSh dollarida,3500,,
2/11/2020 13:41:41,Ташкент / Toshkent shahri,36,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Middle,"Java/Scala, SQL/PL-SQL",3-5,1-3,Российская Федерация / Rossiya Federatsiyasi,Продуктовая / Mahsulotga yoʻnaltirilgan,свыше 1000 человек / 1000 dan ortiq odam,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация проезда или затрат на бензин / Yoʻlkira haqi qoplanadi: ommaviy transport yoki benzin, Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi, Возможность переезда в другой город или страну / Boshqa shahar yoki davlatga koʻchish uchun yordam beriladi",в долларах США / AQSh dollarida,1500,250,
2/11/2020 13:44:09,Ташкент / Toshkent shahri,26,Мужской / Erkak,Intermediate (средний / oʻrtacha),Незаконченное высшее / Yakunlanmagan oliy,Software Engineer,Middle,"Frontend Development (JavaScript, TypeScript), Golang",1-3,<1,Российская Федерация / Rossiya Federatsiyasi,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,удаленно / masofadan (remote),"Возможность удалённой работы / Masofadan ishlash imkoniyati, Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi, Возможность переезда в другой город или страну / Boshqa shahar yoki davlatga koʻchish uchun yordam beriladi",в долларах США / AQSh dollarida,250,0,очень странный опросник ) 
2/11/2020 16:59:48,Ташкент / Toshkent shahri,25,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Незаконченное высшее / Yakunlanmagan oliy,Software Engineer,Middle,"C#/.NET, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",7-10,3-5,Российская Федерация / Rossiya Federatsiyasi,Продуктовая / Mahsulotga yoʻnaltirilgan,до 1000 человек / 1000 kishigacha,удаленно / masofadan (remote),"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati, Возможность переезда в другой город или страну / Boshqa shahar yoki davlatga koʻchish uchun yordam beriladi",в долларах США / AQSh dollarida,2500,200,
2/12/2020 6:50:04,Ферганская область / Fargʻona viloyati,36,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Software Engineer,Senior,"SQL/PL-SQL, Delphi",>10,7-10,Российская Федерация / Rossiya Federatsiyasi,Продуктовая / Mahsulotga yoʻnaltirilgan,до 200 человек / 200 kishigacha,удаленно / masofadan (remote),Возможность удалённой работы / Masofadan ishlash imkoniyati,в долларах США / AQSh dollarida,3000,,
2/12/2020 9:30:10,Ташкент / Toshkent shahri,25,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Software Engineer,Junior,"Java/Scala, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",<1,<1,Российская Федерация / Rossiya Federatsiyasi,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,,в сумах / soʻmda,2500000,-4000000,"Что отмечать в пункте про позиции фулл стэк разрабам?
Ни одного из perks пока что. Думаю, что  стоит добавить пункт ""ничего, кроме зарплаты"""
2/11/2020 10:57:42,Ташкент / Toshkent shahri,34,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Незаконченное высшее / Yakunlanmagan oliy,Software Engineer,Lead,"C#/.NET, iOS (Swift, Objective C), Frontend Development (JavaScript, TypeScript), Web (HTML/CSS), ActionScript3",>10,7-10,США / AQSh,Продуктовая / Mahsulotga yoʻnaltirilgan,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Возможность удалённой работы / Masofadan ishlash imkoniyati",в долларах США / AQSh dollarida,3000,0,
